wage,educ,exper,tenure,nonwhite,female,married,numdep,smsa,northcen,south,west,construc,ndurman,trcommpu,trade,services,profserv,profocc,clerocc,servocc,lwage,expersq,tenursq
3.45,10,11,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,1.2383742,121,0
10.91,12,25,23,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2.3896797,625,529
4.0999999,14,6,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1.4109869,36,0
3,13,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0986123,9,1
5.9000001,12,14,7,1,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1.7749524,196,49
18,18,13,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2.8903718,169,0
4,12,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.3862944,81,0
3,12,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0986123,1,0
3.55,12,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2669476,36,0
3,12,11,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0986123,121,1
8.75,12,47,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1690538,2209,1936
2.9000001,8,49,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0647107,2401,36
6.2600002,13,37,17,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.8341802,1369,289
3.5,13,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.2527629,4,0
4.5999999,14,7,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1.5260563,49,0
6,12,22,8,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1.7917595,484,64
2.8900001,10,8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0612565,64,0
5.5799999,16,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1.7191888,1,1
4,12,43,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3862944,1849,36
6,16,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.7917595,4,4
4.5,12,2,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1.5040774,4,1
2.9200001,14,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1.0715836,1,9
4.3299999,18,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.4655675,1,0
18.889999,17,26,20,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,2.9386327,676,400
4.2800002,13,1,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1.453953,1,1
4.5700002,14,37,7,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.5195132,1369,49
6.25,15,12,4,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1.8325815,144,16
2.95,14,41,23,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.0818052,1681,529
8.75,12,24,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.1690538,576,1
8.5,8,38,26,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.1400661,1444,676
3.75,12,18,0,0,1,1,4,1,1,0,0,0,0,0,0,0,1,0,1,0,1.3217559,324,0
3.1500001,12,26,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.1474025,676,1
5,8,45,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.6094379,2025,4
6.46,12,27,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8656293,729,0
2,9,2,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,.69314718,4,0
4.79,12,41,8,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.5665303,1681,64
5.7800002,16,11,4,0,0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1.7544037,121,16
3.1800001,12,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.1568812,25,0
4.6799998,16,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.5432981,9,1
4.0999999,12,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.4109869,9,4
2.9100001,12,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0681531,16,0
6,13,21,13,0,0,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1.7917595,441,169
3.5999999,10,34,26,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.2809339,1156,676
3.95,6,49,6,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1.3737156,2401,36
7,12,6,5,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.9459101,36,25
3,12,26,9,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1.0986123,676,81
6.0799999,16,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.8050047,81,0
8.6300001,12,23,9,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2.1552446,529,81
3,8,33,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0986123,1089,4
3.75,12,5,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1.3217559,25,4
2.9000001,6,49,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0647107,2401,49
3,4,48,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0986123,2304,0
6.25,11,35,31,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.8325815,1225,961
3.5,11,23,2,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1.2527629,529,4
3,7,26,1,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,1.0986123,676,1
3.24,12,16,0,0,1,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1.1755733,256,0
8.0200005,18,23,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,2.0819385,529,9
3.3299999,12,36,8,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1.2029723,1296,64
5.25,16,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1.658228,16,0
6.25,12,10,0,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1.8325815,100,0
3.5,14,18,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1.2527629,324,4
2.95,12,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0818052,9,1
3,10,7,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1.0986123,49,0
4.6900001,10,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5454326,49,49
3.73,9,33,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3164083,1089,4
4,10,34,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3862944,1156,144
4,12,8,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1.3862944,64,0
2.9000001,12,17,1,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0647107,289,1
3.05,12,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1.1151416,4,0
5.0500002,10,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.6193882,25,0
13.95,16,41,16,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.6354795,1681,256
18.16,16,35,28,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,2.8992214,1225,784
6.25,16,11,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1.8325815,121,16
5.25,12,4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1.658228,16,0
4.79,12,12,3,0,1,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,1.5665303,144,9
3.3499999,7,35,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.2089603,1225,0
3,8,33,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0986123,1089,0
8.4300003,16,8,6,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2.1317968,64,36
5.6999998,16,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.7404661,4,0
11.98,18,8,10,0,0,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,2.4832385,64,100
3.5,13,29,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.2527629,841,1
4.2399998,10,14,5,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.4445633,196,25
7,16,26,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1.9459101,676,9
6,14,11,3,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1.7917595,121,9
12.22,16,10,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2.5030739,100,4
4.5,12,13,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.5040774,169,0
3,9,23,20,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0986123,529,400
2.9000001,11,1,2,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1.0647107,1,4
15,11,35,31,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.7080503,1225,961
4,12,5,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.3862944,25,4
5.25,11,13,11,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1.658228,169,121
4,12,22,3,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1.3862944,484,9
3.3,12,21,9,0,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1.1939224,441,81
5.0500002,12,19,0,0,1,1,3,0,0,1,0,0,0,0,0,0,1,0,1,0,1.6193882,361,0
3.5799999,12,13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.2753627,169,0
5,14,15,5,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1.6094379,225,25
4.5700002,14,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.5195132,9,0
12.5,18,6,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2.5257287,36,4
3.45,12,6,5,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1.2383742,36,25
4.6300001,12,16,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1.5325569,256,1
10,12,31,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2.3025851,961,4
2.9200001,11,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1.0715836,1,0
4.5100002,12,5,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.5062972,25,4
6.5,17,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.8718022,9,0
7.5,16,11,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2.0149031,121,0
3.54,13,6,7,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1.2641267,36,49
4.1999998,13,11,3,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1.4350845,121,9
3.51,12,7,2,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1.2556161,49,4
4.5,14,5,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1.5040774,25,0
3.3499999,14,5,4,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.2089603,25,16
2.9100001,11,2,2,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1.0681531,4,4
5.25,10,44,7,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.658228,1936,49
4.0500002,8,44,25,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1.3987169,1936,625
3.75,14,13,0,0,1,1,3,1,1,0,0,0,0,0,1,0,0,0,1,0,1.3217559,169,0
3.4000001,12,26,15,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1.2237755,676,225
3,10,2,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1.0986123,4,1
6.29,17,10,3,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1.838961,100,9
2.54,9,2,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,.93216407,4,0
4.5,12,35,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1.5040774,1225,0
3.1300001,12,6,5,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1.1410331,36,25
6.3600001,14,8,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.8500284,64,1
4.6799998,16,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1.5432981,1,0
6.8000002,12,14,10,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1.9169227,196,100
8.5299997,10,14,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.1435893,196,36
4.1700001,0,22,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.427916,484,100
3.75,14,8,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1.3217559,64,16
11.1,15,1,4,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,2.4069452,1,16
3.26,16,15,5,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1.1817272,225,25
9.1300001,12,14,12,0,0,1,3,1,0,1,0,0,1,0,0,0,0,1,0,0,2.2115657,196,144
4.5,11,37,10,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1.5040774,1369,100
3,11,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1.0986123,1,1
8.75,12,4,4,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2.1690538,16,16
4.1399999,13,29,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1.4206958,841,0
2.8699999,12,45,8,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.054312,2025,64
3.3499999,13,22,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1.2089603,484,0
6.0799999,16,42,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.8050047,1764,100
3,15,9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0986123,81,0
4.1999998,16,8,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1.4350845,64,0
5.5999999,15,31,15,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1.7227666,961,225
10,12,24,24,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2.3025851,576,576
12.5,18,16,5,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2.5257287,256,25
3.76,6,6,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1.3244189,36,0
3.0999999,6,14,0,1,1,0,5,1,0,1,0,0,0,0,1,0,0,0,1,0,1.1314021,196,0
4.29,12,47,25,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1.4562867,2209,625
10.92,12,34,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.3905959,1156,25
7.5,16,6,2,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,2.0149031,36,4
4.0500002,9,7,4,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.3987169,49,16
4.6500001,12,27,2,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1.5368673,729,4
5,11,24,5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.6094379,576,25
2.9000001,10,18,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1.0647107,324,0
8,12,12,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0794415,144,9
8.4300003,8,27,3,0,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,2.1317968,729,9
2.9200001,9,49,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0715836,2401,0
6.25,17,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.8325815,16,0
6.25,16,24,2,0,1,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,1.8325815,576,4
5.1100001,11,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1.6311995,9,0
4,10,2,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1.3862944,4,0
4.4400001,8,29,11,0,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1.4906543,841,121
6.8800001,13,34,21,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.9286187,1156,441
5.4299998,14,10,3,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1.6919391,100,9
3,13,5,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1.0986123,25,0
2.9000001,11,2,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1.0647107,4,0
6.25,7,39,21,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.8325815,1521,441
4.3400002,16,5,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1.4678744,25,4
3.25,12,14,2,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1.178655,196,4
7.2600002,13,8,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.9823799,64,4
6.3499999,14,10,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1.8484548,100,1
5.6300001,16,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.7281095,4,4
8.75,14,9,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.1690538,81,9
3.2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1631508,1,0
3,8,45,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986123,2025,1
3,14,33,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.0986123,1089,9
12.5,17,21,18,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,2.5257287,441,324
2.8800001,10,2,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1.0577903,4,0
3.3499999,12,9,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.2089603,81,1
6.5,12,33,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8718022,1089,4
10.38,18,16,2,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2.3398809,256,4
4.5,14,10,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1.5040774,100,0
10,18,9,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2.3025851,81,64
3.8099999,12,8,1,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1.3376292,64,1
8.8000002,16,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.1747518,81,1
9.4200001,14,23,0,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2.242835,529,0
6.3299999,12,23,8,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1.8453002,529,64
4,9,22,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.3862944,484,324
2.9000001,12,37,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.0647107,1369,0
20,12,22,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2.9957323,484,16
11.25,17,28,25,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2.4203682,784,625
3.5,12,14,0,1,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1.2527629,196,0
6,15,19,4,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,1.7917595,361,16
14.38,17,10,9,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2.6658382,100,81
6.3600001,16,25,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1.8500284,625,0
3.55,12,21,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.2669476,441,0
3,15,32,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1.0986123,1024,0
4.5,16,21,10,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1.5040774,441,100
6.6300001,12,36,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1.8916048,1296,0
9.3000002,15,2,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2.2300143,4,4
3,12,11,0,0,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1.0986123,121,0
3.25,12,40,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1.178655,1600,4
1.5,12,11,1,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,.4054651,121,1
5.9000001,12,9,7,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.7749524,81,49
8,16,23,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2.0794415,529,16
2.9000001,11,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1.0647107,1,0
3.29,14,30,13,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.1908876,900,169
6.5,14,41,33,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.8718022,1681,1089
4,13,6,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1.3862944,36,0
6,14,11,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.7917595,121,0
4.0799999,12,43,17,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.4060969,1849,289
3.75,12,39,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1.3217559,1521,4
3.05,8,50,24,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.1151416,2500,576
3.5,12,26,20,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.2527629,676,400
2.9200001,3,51,30,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1.0715836,2601,900
4.5,11,3,9,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1.5040774,9,81
3.3499999,15,3,1,0,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1.2089603,9,1
5.9499998,11,15,9,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.7833912,225,81
8,12,17,6,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,2.0794415,289,36
3,4,36,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0986123,1296,0
5,9,31,9,1,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1.6094379,961,81
5.5,12,9,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.704748,81,16
2.6500001,12,42,10,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,.97455966,1764,100
3,11,3,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1.0986123,9,0
4.5,12,37,14,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1.5040774,1369,196
17.5,16,23,22,0,0,1,3,1,0,0,1,0,0,0,1,0,0,1,0,0,2.862201,529,484
8.1800003,13,21,5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2.1016922,441,25
9.0900002,15,11,12,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2.207175,121,144
11.82,16,35,13,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2.4697931,1225,169
3.25,12,42,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.178655,1764,0
4.5,12,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.5040774,9,0
4.5,12,13,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.5040774,169,0
3.71,9,14,7,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1.3110319,196,49
6.5,10,14,11,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1.8718022,196,121
2.9000001,12,39,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.0647107,1521,1
5.5999999,11,11,8,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1.7227666,121,64
2.23,8,28,3,0,0,1,4,0,0,1,0,0,0,0,0,0,1,1,0,0,.8020016,784,9
5,6,18,0,0,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,1,1.6094379,324,0
8.3299999,16,6,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2.1198635,36,4
2.9000001,12,26,1,0,1,0,4,1,0,1,0,0,0,0,1,0,0,0,1,0,1.0647107,676,1
6.25,12,21,6,0,0,1,3,1,0,1,0,0,0,0,1,0,0,1,0,0,1.8325815,441,36
4.5500002,16,34,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.5151273,1156,4
3.28,12,17,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.1878434,289,4
2.3,10,2,0,0,1,0,4,1,1,0,0,0,0,0,1,0,0,0,0,1,.83290911,4,0
3.3,13,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.1939224,25,0
3.1500001,13,1,0,0,1,0,4,1,1,0,0,0,0,1,0,0,0,0,1,0,1.1474025,1,0
12.5,14,40,30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2.5257287,1600,900
5.1500001,16,39,21,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1.6389967,1521,441
3.1300001,10,1,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1.1410331,1,1
7.25,12,14,5,0,0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1.9810015,196,25
2.9000001,12,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1.0647107,4,4
1.75,11,2,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,.55961579,4,1
2.8900001,0,42,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0612565,1764,0
2.9000001,5,34,0,0,1,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1.0647107,1156,0
17.709999,16,10,3,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2.8741293,100,9
6.25,16,4,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.8325815,16,9
2.5999999,9,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,.95551139,16,0
6.6300001,15,21,3,0,1,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1.8916048,441,9
3.5,12,31,3,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1.2527629,961,9
